flow_id,isup_msg_type,direction,packet_length,iat
160,ACM,0,217,0.011256454335746407
160,ANM,0,206,0.045763403619218934
160,REL,1,143,0.05666928714518338
160,RLC,1,170,0.0683127074537561
161,IAM,0,146,0.0
161,ACM,0,138,0.04413295993546184
161,ANM,0,164,0.04813711321248376
161,REL,1,111,0.10734566645489746
161,RLC,1,157,0.15685012530050674
162,IAM,0,246,0.0
162,REL,1,164,0.07707901200313358
162,RLC,1,98,0.08480211452775888
163,IAM,0,246,0.0
163,REL,1,95,0.04088174881871566
163,RLC,1,118,0.051935417107762304
164,IAM,0,240,0.0
164,REL,1,139,0.10269751542353792
164,RLC,1,113,0.10277537290711813
165,IAM,0,130,0.0
165,ACM,0,175,0.2228230777461407
165,ANM,0,180,0.23823368256432445
165,REL,1,127,0.25930548701203376
165,RLC,1,118,0.28676176168432443
166,IAM,0,107,0.0
166,ACM,0,150,0.0701925737328814
166,ANM,0,147,0.1344595020984704
166,REL,1,202,0.13872132726927114
166,RLC,1,170,0.2065552765036905
167,IAM,0,148,0.0
167,ACM,0,176,0.037461861961695264
167,ANM,0,207,0.10412495009648645
167,REL,1,136,0.12706360948778106
167,RLC,1,184,0.13892655559069791
168,IAM,0,158,0.0
168,ACM,0,135,0.008670780042924807
168,ANM,0,121,0.05929628006094917
168,REL,1,127,0.1729738827608326
168,RLC,1,121,0.21767811603806003
169,IAM,0,126,0.0
169,ACM,0,207,0.09319158856305185
169,ANM,0,199,0.11232039699412538
169,REL,1,135,0.21728740313669906
169,RLC,1,125,0.32207227323942306
170,IAM,0,206,0.0
170,ACM,0,163,0.38790252180211593
170,ANM,0,217,0.39690308815773856
170,REL,1,183,0.5123797342946994
170,RLC,1,173,0.5887591294583047
171,IAM,0,122,0.0
171,ACM,0,181,0.11780396114352124
171,ANM,0,134,0.19739098179102033
171,REL,1,150,0.19747958274764774
171,RLC,1,141,0.21033064315445107
172,IAM,0,214,0.0
172,ACM,0,112,0.02737964739639681
172,ANM,0,159,0.03139777735553981
172,REL,1,143,0.036478596028153995
172,RLC,1,173,0.07358853343850641
173,IAM,0,111,0.0
173,ACM,0,112,0.20079372234174553
173,ANM,0,111,0.24741768036775041
173,REL,1,170,0.270336468524578
173,RLC,1,159,0.33331542793354096
174,IAM,0,157,0.0
174,ACM,0,220,0.0981152976593965
174,ANM,0,109,0.11959988797972053
174,REL,1,137,0.12514277222481757
174,RLC,1,156,0.1871300526922916
175,IAM,0,190,0.0
175,ACM,0,153,0.07693117226548897
175,ANM,0,157,0.16800159744317816
175,REL,1,151,0.18678612619864138
175,RLC,1,158,0.21783507324699686
176,IAM,0,211,0.0
176,ACM,0,180,0.11479490216625034
176,ANM,0,139,0.18938475319456882
176,REL,1,142,0.23040459102330874
176,RLC,1,105,0.32942829695673403
177,IAM,0,151,0.0
177,ACM,0,152,0.031587538493365055
177,ANM,0,196,0.11046831891690517
177,REL,1,133,0.17188327687870308
177,RLC,1,127,0.2937571595190636
178,IAM,0,156,0.0
178,ACM,0,179,0.09913013522724505
178,ANM,0,196,0.12021118974114271
178,REL,1,188,0.12666034949682384
178,RLC,1,132,0.157226142649128
179,IAM,0,89,0.0
179,IAM,0,63,0.027512622750955465
179,IAM,0,106,0.03506439595405964
179,IAM,0,80,0.054637619142466454
179,IAM,0,134,0.0773137142577145
179,IAM,0,63,0.07905702417055696
179,IAM,0,145,0.09474377413557869
179,IAM,0,104,0.09494071550380306
180,IAM,0,76,0.0
180,IAM,0,63,0.024281449271590278
180,IAM,0,61,0.024513867093562434
180,IAM,0,98,0.026035846250239095
180,IAM,0,135,0.03184091408377007
180,IAM,0,61,0.03717249589723859
180,IAM,0,107,0.05921482568102268
180,IAM,0,88,0.06343492530463885
181,IAM,0,192,0.0
181,ACM,0,203,0.08116045208345202
181,ANM,0,194,0.134853356577108
181,REL,1,168,0.1729046475451489
181,RLC,1,181,0.21733818022172158
182,IAM,0,158,0.0
182,ACM,0,212,0.15967170398681269
182,ANM,0,195,0.1685908660381925
182,REL,1,147,0.21681745551435783
182,RLC,1,133,0.2932317081775343
183,IAM,0,160,0.0
183,ACM,0,197,0.03652294815612432
183,ANM,0,196,0.05163101031112798
183,REL,1,139,0.05695291879730023
183,RLC,1,140,0.1800017783807724
184,IAM,0,61,0.0
184,IAM,0,70,0.04676975129735959
184,IAM,0,123,0.04716189409189711
184,IAM,0,140,0.061053890163614385
184,IAM,0,98,0.09127121830306681
184,IAM,0,85,0.12117179802346426
184,IAM,0,92,0.15353383080545718
184,IAM,0,101,0.1704593145671503
185,IAM,0,110,0.0
185,ACM,0,153,0.10763418502729397
185,ANM,0,198,0.11624616006799564
185,REL,1,220,0.13383605366506401
185,RLC,1,200,0.2778148695109293
186,IAM,0,159,0.0
186,ACM,0,114,0.12980676986080003
186,ANM,0,178,0.18264293092006814
186,REL,1,166,0.23264454228721373
186,RLC,1,205,0.243886316156873
187,IAM,0,104,0.0
187,ACM,0,161,0.14568691113842666
187,ANM,0,183,0.16412460649512925
187,REL,1,173,0.18638357196634575
187,RLC,1,144,0.19662383513100307
188,IAM,0,176,0.0
188,ACM,0,122,0.07007712258555694
188,ANM,0,165,0.08311814270369904
188,REL,1,177,0.08455887431462707
188,RLC,1,136,0.17601531168354
189,IAM,0,140,0.0
189,IAM,0,142,0.00856987874598095
189,IAM,0,122,0.009622979489584139
189,IAM,0,121,0.018174801977472586
189,IAM,0,87,0.03907213397076201
189,IAM,0,114,0.06659921913361531
189,IAM,0,117,0.0693274940942607
189,IAM,0,78,0.07570744740045697
190,IAM,0,127,0.0
190,ACM,0,133,0.1302316931017792
190,ANM,0,196,0.1713560736846263
190,REL,1,203,0.2620134923137702
190,RLC,1,115,0.2672114894714061
191,IAM,0,224,0.0
191,REL,1,151,0.04175007972485766
191,RLC,1,148,0.1277365708711069
192,IAM,0,133,0.0
192,ACM,0,195,0.004159822828477039
192,ANM,0,140,0.005205129311585916
192,REL,1,183,0.06786298816446742
192,RLC,1,147,0.1338207668375546
193,IAM,0,216,0.0
193,ACM,0,207,0.07503438679366294
193,ANM,0,168,0.09306760360223015
193,REL,1,104,0.10300354907456147
193,RLC,1,196,0.147485898964191
194,IAM,0,139,0.0
194,ACM,0,203,0.06535122672950222
194,ANM,0,165,0.21518353558682823
194,REL,1,185,0.22209866507269654
194,RLC,1,165,0.2924668911632989
195,IAM,0,202,0.0
195,ACM,0,166,0.17868736024631016
195,ANM,0,152,0.20368398974918608
195,REL,1,147,0.28174245992926433
195,RLC,1,125,0.29288159489492444
196,IAM,0,116,0.0
196,ACM,0,119,0.11765218740692093
196,ANM,0,185,0.13841766689354315
196,REL,1,144,0.16450202776440367
196,RLC,1,170,0.16522956581852272
197,IAM,0,186,0.0
197,ACM,0,171,0.11282544428389933
197,REL,1,172,0.1316496877549319
197,RLC,1,158,0.19089083665780743
198,IAM,0,127,0.0
198,ACM,0,152,0.10701591024805747
198,ANM,0,180,0.14215421259558
198,REL,1,216,0.17237899783028793
198,RLC,1,189,0.23164589848687314
199,IAM,0,144,0.0
199,REL,1,187,0.07526286789579725
199,RLC,1,106,0.07594953876950268
200,IAM,0,118,0.0
200,ACM,0,173,0.036407262269916606
200,ANM,0,208,0.06461879523422931
200,REL,1,154,0.1362044706717751
200,RLC,1,144,0.17098701971508634
201,IAM,0,130,0.0
201,ACM,0,124,0.11108893567635453
201,ANM,0,199,0.16501015047706602
201,REL,1,169,0.17696363300952161
201,RLC,1,152,0.19881471219698452
202,IAM,0,157,0.0
202,REL,1,189,0.020217679836659126
202,RLC,1,152,0.05161959760355527
203,IAM,0,143,0.0
203,ACM,0,115,0.08350194812698451
203,ANM,0,185,0.16412298104937134
203,REL,1,207,0.1812681159353485
203,RLC,1,115,0.19037297695694885
204,IAM,0,150,0.0
204,IAM,0,113,0.010705813139498907
204,IAM,0,113,0.02123470387456653
204,IAM,0,70,0.024292813820237385
204,IAM,0,65,0.04573290106027771
204,IAM,0,87,0.05307662793571584
204,IAM,0,66,0.06539637162445146
204,IAM,0,60,0.08220305228899985
205,IAM,0,181,0.0
205,ACM,0,211,0.09565895214827144
205,ANM,0,146,0.15861336530061076
205,REL,1,108,0.3048506941524146
205,RLC,1,159,0.35497482120359153
206,IAM,0,160,0.0
206,ACM,0,106,0.035192034669882945
206,ANM,0,203,0.12060492471242262
206,REL,1,175,0.20341745065704125
206,RLC,1,200,0.21299517927760606
207,IAM,0,112,0.0
207,ACM,0,141,0.12431450320187708
207,ANM,0,164,0.12495361136531125
207,REL,1,218,0.1291547153427773
207,RLC,1,130,0.14907727206119512
208,IAM,0,145,0.0
208,ACM,0,175,0.0481811126927905
208,ANM,0,197,0.12664627245177396
208,REL,1,211,0.16931430097064643
208,RLC,1,161,0.17664769374204692
209,IAM,0,151,0.0
209,ACM,0,151,0.11145245000186427
209,ANM,0,192,0.1319770178852747
209,REL,1,218,0.17164989336072034
209,RLC,1,178,0.1731824744699733
210,IAM,0,188,0.0
210,ACM,0,127,0.06940004442670122
210,ANM,0,122,0.07749074781807425
210,REL,1,218,0.0805025447790322
210,RLC,1,141,0.0816862311958245
211,IAM,0,174,0.0
211,ACM,0,166,0.0025200188623127886
211,ANM,0,135,0.052905551153254085
211,REL,1,202,0.07258705803533241
211,RLC,1,158,0.15707626978651174
212,IAM,0,220,0.0
212,ACM,0,107,0.05678708143952725
212,ANM,0,172,0.07310973669032028
212,REL,1,215,0.08411524809379725
212,RLC,1,166,0.08956838370523057
213,IAM,0,140,0.0
213,IAM,0,83,0.023218053357907727
213,IAM,0,79,0.02777954186934446
213,IAM,0,113,0.02945125362177864
213,IAM,0,75,0.03434769617819809
213,IAM,0,68,0.04449329786561104
213,IAM,0,120,0.057730072204009164
213,IAM,0,132,0.06846227500175155
214,IAM,0,189,0.0
214,ACM,0,184,0.28609534972733275
214,ANM,0,214,0.32340270110014135
214,REL,1,174,0.3516045700888316
214,RLC,1,107,0.38260452422291763
215,IAM,0,107,0.0
215,ACM,0,174,0.0567027103803726
215,ANM,0,181,0.0691104761579305
215,REL,1,111,0.07181980737797057
215,RLC,1,154,0.08079034670551749
216,IAM,0,145,0.0
216,REL,1,178,0.026030300391449837
216,RLC,1,178,0.04784353369195007
217,IAM,0,109,0.0
217,ACM,0,181,0.15462414404984526
217,ANM,0,194,0.17800853887105075
217,REL,1,162,0.26372955805244397
217,RLC,1,207,0.29771747649570257
218,IAM,0,108,0.0
218,ACM,0,220,0.07794582479980654
218,ANM,0,210,0.08038570656489025
218,REL,1,161,0.08487343574914086
218,RLC,1,109,0.22378908476459264
219,IAM,0,173,0.0
219,ACM,0,157,0.10067348950822996
219,ANM,0,194,0.1770033007729156
219,REL,1,163,0.19653044002639816
219,RLC,1,113,0.24028350491832867
220,IAM,0,199,0.0
220,ACM,0,114,0.16937975203034994
220,ANM,0,143,0.18792437937297451
220,REL,1,196,0.2504664113486017
220,RLC,1,180,0.25303493582390785
221,IAM,0,214,0.0
221,ACM,0,161,0.04878154302973375
221,ANM,0,203,0.05455350503199001
221,REL,1,132,0.05745960118252475
221,RLC,1,167,0.07606196860457098
222,IAM,0,99,0.0
222,IAM,0,148,0.02052900739504162
222,IAM,0,128,0.022447096478969003
222,IAM,0,77,0.02336722422829504
222,IAM,0,121,0.04048796298955196
222,IAM,0,142,0.042315137029079346
222,IAM,0,149,0.05114818935305043
222,IAM,0,107,0.06086396171052177
223,IAM,0,208,0.0
223,ACM,0,217,0.18588453913415198
223,ANM,0,182,0.21156398836051854
223,REL,1,143,0.2615296451729139
223,RLC,1,120,0.354401066459918
224,IAM,0,154,0.0
224,ACM,0,131,0.061585479283171436
224,ANM,0,194,0.08876279322773878
224,REL,1,167,0.20571629306877562
224,RLC,1,107,0.2168640722573449
225,IAM,0,187,0.0
225,ACM,0,182,0.10025164833889033
225,ANM,0,122,0.11215532254106635
225,REL,1,150,0.11550426166355876
225,RLC,1,203,0.235986718310273
226,IAM,0,198,0.0
226,ACM,0,118,0.11607372768760763
226,ANM,0,159,0.12425164816016769
226,REL,1,102,0.1724984461406284
226,RLC,1,196,0.2893252851381633
227,IAM,0,176,0.0
227,ACM,0,187,0.04656684677482759
227,ANM,0,130,0.1017061334021034
227,REL,1,114,0.11413764518662116
227,RLC,1,163,0.1146726440278307
228,IAM,0,204,0.0
228,ACM,0,158,0.08363060497721642
228,REL,1,92,0.1536773169355531
228,RLC,1,97,0.2174264048874761
229,IAM,0,159,0.0
229,ACM,0,136,0.10081382820834955
229,ANM,0,212,0.18758666285240297
229,REL,1,192,0.2629523938513271
229,RLC,1,216,0.2692856780324999
230,IAM,0,189,0.0
230,ACM,0,196,0.10059353761171733
230,ANM,0,205,0.16700164956287666
230,REL,1,188,0.21119877278569932
230,RLC,1,165,0.24056870068334113
231,IAM,0,123,0.0
231,ACM,0,140,0.022887327528448922
231,ANM,0,197,0.038295530005846276
231,REL,1,163,0.06221126013678212
231,RLC,1,125,0.08164200653880666
232,IAM,0,193,0.0
232,ACM,0,155,0.11377131548488563
232,ANM,0,188,0.15268692020135982
232,REL,1,194,0.16190559150617378
232,RLC,1,103,0.18573224403395672
233,IAM,0,185,0.0
233,ACM,0,173,0.1382802164035371
233,ANM,0,139,0.1771755191644614
233,REL,1,102,0.17885722957366318
233,RLC,1,178,0.19688384907259815
234,IAM,0,189,0.0
234,ACM,0,153,0.05213518397598886
234,ANM,0,172,0.28694375266459066
234,REL,1,111,0.35789971391412695
234,RLC,1,119,0.39468011791321866
235,IAM,0,203,0.0
235,ACM,0,193,0.024526947472037607
235,ANM,0,210,0.16268077502266212
235,REL,1,188,0.16548171600081735
235,RLC,1,150,0.193079224805975
236,IAM,0,149,0.0
236,ACM,0,173,0.14257183454940545
236,REL,1,135,0.15363642066380803
236,RLC,1,113,0.19054161325724045
237,IAM,0,169,0.0
237,ACM,0,180,0.058154296266854116
237,ANM,0,178,0.07259707329666487
237,REL,1,139,0.1004713322980866
237,RLC,1,160,0.13112165641552054
238,IAM,0,107,0.0
238,ACM,0,132,0.025968623056963302
238,ANM,0,166,0.03585983263358221
238,REL,1,149,0.09472334306259898
238,RLC,1,127,0.11983026319557905
239,IAM,0,103,0.0
239,ACM,0,100,0.05746868548733146
239,ANM,0,112,0.06750608682344125
239,REL,1,178,0.11551604710953792
239,RLC,1,149,0.12343517865420472
240,IAM,0,187,0.0
240,ACM,0,174,0.05217435351417414
240,ANM,0,118,0.060602423785119736
240,REL,1,201,0.15941386642285146
240,RLC,1,118,0.20184835942643561
241,IAM,0,180,0.0
241,ACM,0,144,0.09647914081404588
241,ANM,0,184,0.10382053466047837
241,REL,1,172,0.12696544782430008
241,RLC,1,104,0.17254538064468422
242,IAM,0,200,0.0
242,ACM,0,90,0.030376224054403735
242,REL,1,139,0.04267915420760028
242,RLC,1,126,0.07788171905789937
243,IAM,0,219,0.0
243,ACM,0,126,0.044411569185066876
243,ANM,0,137,0.05054226509450056
243,REL,1,109,0.158388328693508
243,RLC,1,125,0.1815641911652249
244,IAM,0,153,0.0
244,ACM,0,124,0.044517245283886606
244,ANM,0,101,0.18884711049724373
244,REL,1,106,0.21198255229934873
244,RLC,1,216,0.22296053315689132
245,IAM,0,234,0.0
245,REL,1,161,0.02677215915748084
245,RLC,1,102,0.07214949424270749
246,IAM,0,168,0.0
246,ACM,0,101,0.10000992799269097
246,ANM,0,154,0.11146252296545245
246,REL,1,193,0.12219830107561627
246,RLC,1,167,0.2000652614801882
247,IAM,0,171,0.0
247,ACM,0,204,0.15349213023719793
247,ANM,0,146,0.16605493859980386
247,REL,1,119,0.2439157595275342
247,RLC,1,190,0.25506853813581626
248,IAM,0,198,0.0
248,ACM,0,109,0.03705295871145474
248,REL,1,154,0.0651687579426493
248,RLC,1,165,0.46264997551995984
249,IAM,0,147,0.0
249,ACM,0,103,0.09497156480373216
249,REL,1,101,0.09774579653891205
249,RLC,1,142,0.13838099180639715
250,IAM,0,131,0.0
250,ACM,0,134,0.09576568799119341
250,ANM,0,141,0.0989777815507657
250,REL,1,196,0.10314487663274718
250,RLC,1,178,0.11089596759239867
251,IAM,0,195,0.0
251,ACM,0,174,0.053808075280470574
251,ANM,0,170,0.10742679407738304
251,REL,1,118,0.11930248150786961
251,RLC,1,212,0.12293592926952415
252,IAM,0,183,0.0
252,ACM,0,116,0.073266632233557
252,ANM,0,108,0.17367914086615888
252,REL,1,116,0.19064941355876763
252,RLC,1,132,0.20718376577994294
253,IAM,0,205,0.0
253,ACM,0,138,0.199080001935793
253,ANM,0,134,0.23112859549332476
253,REL,1,210,0.34179818744244256
253,RLC,1,152,0.378708188313371
254,IAM,0,155,0.0
254,ACM,0,134,0.058119117495177716
254,ANM,0,118,0.09201969908581004
254,REL,1,131,0.13962220459025315
254,RLC,1,194,0.14008000253912217
255,IAM,0,146,0.0
255,ACM,0,131,0.04234443139710702
255,ANM,0,171,0.05486232397371522
255,REL,1,161,0.09991634983978623
255,RLC,1,196,0.1196960273938329
256,IAM,0,141,0.0
256,REL,1,149,0.021001921111298137
256,RLC,1,182,0.056559175469061355
257,IAM,0,136,0.0
257,IAM,0,148,0.030019811290095504
257,IAM,0,99,0.031041352593081856
257,IAM,0,125,0.03222425583416955
257,IAM,0,61,0.046505094955675216
257,IAM,0,81,0.051903787919849675
257,IAM,0,64,0.054614069485075786
257,IAM,0,123,0.06216772150079534
258,IAM,0,228,0.0
258,ACM,0,170,0.09813500920991455
258,REL,1,121,0.12472171295322121
258,RLC,1,107,0.12665457806337568
259,IAM,0,219,0.0
259,ACM,0,212,0.11114647582517637
259,ANM,0,114,0.20928657973493014
259,REL,1,148,0.2261160608776136
259,RLC,1,103,0.24581991075754506
260,IAM,0,184,0.0
260,ACM,0,132,0.21008814818435828
260,ANM,0,209,0.24947755055695964
260,REL,1,146,0.2894268365066068
260,RLC,1,114,0.3325682559274831
261,IAM,0,148,0.0
261,ACM,0,197,0.0703040948186397
261,ANM,0,161,0.0849057150494799
261,REL,1,123,0.12055521849478124
261,RLC,1,206,0.1268365366093725
262,IAM,0,229,0.0
262,ACM,0,177,0.10454252628573221
262,REL,1,111,0.21542430792142014
262,RLC,1,189,0.23999993443006554
263,IAM,0,112,0.0
263,ACM,0,205,0.14446784182899822
263,ANM,0,127,0.16216150457272327
263,REL,1,142,0.3711886209548728
263,RLC,1,201,0.39332595732710185
264,IAM,0,226,0.0
264,ACM,0,155,0.021261768563549464
264,REL,1,142,0.10781716734649494
264,RLC,1,125,0.19540868320929866
265,IAM,0,153,0.0
265,ACM,0,213,0.06946117515478022
265,ANM,0,148,0.0782780509740722
265,REL,1,118,0.14557933088756905
265,RLC,1,220,0.1755326103214489
266,IAM,0,187,0.0
266,ACM,0,155,0.017418765350577427
266,ANM,0,179,0.06006264031071891
266,REL,1,110,0.06100073394796574
266,RLC,1,206,0.15910482361604297
267,IAM,0,100,0.0
267,ACM,0,168,0.05024243573427976
267,ANM,0,184,0.07403205739717983
267,REL,1,191,0.11485390984612145
267,RLC,1,151,0.17314185198391618
268,IAM,0,136,0.0
268,ACM,0,155,0.12023748273998286
268,ANM,0,213,0.1350013742712943
268,REL,1,192,0.17662842808485416
268,RLC,1,215,0.2684618996968415
269,IAM,0,102,0.0
269,ACM,0,187,0.058182788538726805
269,ANM,0,177,0.10936411387645271
269,REL,1,103,0.1445014025077072
269,RLC,1,131,0.17348388118241775
270,IAM,0,231,0.0
270,REL,1,103,0.054156308713981145
270,RLC,1,146,0.08346452692868893
271,IAM,0,174,0.0
271,ACM,0,190,0.10220190916997755
271,ANM,0,198,0.23979890212755217
271,REL,1,192,0.24742275335621197
271,RLC,1,201,0.2579026409221216
272,IAM,0,100,0.0
272,ACM,0,143,0.05036139728237508
272,ANM,0,187,0.06835720282413166
272,REL,1,176,0.3128793660847543
272,RLC,1,161,0.3706389060335454
273,IAM,0,122,0.0
273,ACM,0,169,0.018666413448621605
273,ANM,0,134,0.027094154659123022
273,REL,1,169,0.038319355927709506
273,RLC,1,219,0.04958793733440463
274,IAM,0,111,0.0
274,ACM,0,168,0.1319886507548168
274,ANM,0,161,0.17067434357463862
274,REL,1,140,0.19074490925539528
274,RLC,1,159,0.26614827914297234
275,IAM,0,164,0.0
275,REL,1,168,0.11783459777704018
275,RLC,1,104,0.12375245478181686
276,IAM,0,157,0.0
276,ACM,0,100,0.01444052750399039
276,ANM,0,190,0.10103036440849539
276,REL,1,155,0.1286211825320264
276,RLC,1,130,0.2941122015553722
277,IAM,0,187,0.0
277,ACM,0,111,0.12334027589715599
277,ANM,0,176,0.152475404938557
277,REL,1,184,0.19723061282391566
277,RLC,1,169,0.23384562941653567
278,IAM,0,207,0.0
278,ACM,0,168,0.10942279025612653
278,ANM,0,182,0.10974162814724951
278,REL,1,205,0.14439855287459646
278,RLC,1,210,0.18211888029771667
279,IAM,0,191,0.0
279,ACM,0,176,0.034370612163739024
279,ANM,0,156,0.08449736867843374
279,REL,1,115,0.08632354684813309
279,RLC,1,220,0.08832417482828733
280,IAM,0,126,0.0
280,ACM,0,106,0.1928773883588455
280,ANM,0,145,0.2643346588967674
280,REL,1,194,0.28534975173966726
280,RLC,1,140,0.32324032281536125
281,IAM,0,217,0.0
281,ACM,0,119,0.03034842148574071
281,ANM,0,142,0.05777263343022826
281,REL,1,113,0.10224882288390025
281,RLC,1,114,0.2489628798204157
282,IAM,0,115,0.0
282,ACM,0,197,0.05187132033576899
282,ANM,0,156,0.057400104146718284
282,REL,1,147,0.14749627798248216
282,RLC,1,134,0.15265119181051734
283,IAM,0,119,0.0
283,ACM,0,100,0.1768461351315759
283,ANM,0,174,0.19655829927495272
283,REL,1,201,0.23689776079451622
283,RLC,1,213,0.2509801826207894
284,IAM,0,132,0.0
284,ACM,0,143,0.08462837526664072
284,ANM,0,213,0.11855661175804538
284,REL,1,101,0.13907258293405605
284,RLC,1,194,0.16225670330471084
285,IAM,0,130,0.0
285,ACM,0,157,0.024993665662909212
285,ANM,0,187,0.06104970941686201
285,REL,1,151,0.10572278384563721
285,RLC,1,191,0.1389817594332021
286,IAM,0,120,0.0
286,ACM,0,166,0.016423878449482905
286,ANM,0,137,0.09448171330685187
286,REL,1,178,0.11953163941181894
286,RLC,1,187,0.20353619397258324
287,IAM,0,173,0.0
287,ACM,0,178,0.09012649464289828
287,ANM,0,177,0.1285330762444862
287,REL,1,167,0.13697476027645844
287,RLC,1,108,0.18046995002038801
288,IAM,0,182,0.0
288,ACM,0,184,0.04148262141524714
288,ANM,0,218,0.07324533707318648
288,REL,1,157,0.08457143350094676
288,RLC,1,112,0.08525902717376592
289,IAM,0,187,0.0
289,ACM,0,188,0.001733150898035155
289,ANM,0,103,0.029930752552767
289,REL,1,199,0.0733699390324491
289,RLC,1,220,0.07359626993318003
290,IAM,0,186,0.0
290,ACM,0,103,0.014615921779078073
290,ANM,0,145,0.04139186034158682
290,REL,1,211,0.1567992338300292
290,RLC,1,196,0.2236003242191908
291,IAM,0,166,0.0
291,ACM,0,180,0.03896918028694495
291,ANM,0,153,0.08074892460077826
291,REL,1,127,0.08827735730301342
291,RLC,1,174,0.09554737727071849
292,IAM,0,151,0.0
292,ACM,0,108,0.05619403757632263
292,ANM,0,131,0.05834309538494159
292,REL,1,213,0.10709563707916404
292,RLC,1,126,0.11499014540543419
293,IAM,0,212,0.0
293,REL,1,183,0.19147841740439683
293,RLC,1,189,0.20414367185557625
294,IAM,0,196,0.0
294,ACM,0,182,0.056540076724743454
294,ANM,0,209,0.08712578239118439
294,REL,1,100,0.09179229393283721
294,RLC,1,206,0.09565535411135627
295,IAM,0,81,0.0
295,IAM,0,133,0.027301611613938837
295,IAM,0,121,0.04395047030874117
295,IAM,0,91,0.04558453365695951
295,IAM,0,145,0.049424098542606286
295,IAM,0,130,0.061948637843994576
295,IAM,0,133,0.06982577978721091
295,IAM,0,62,0.07944838651275024
296,IAM,0,186,0.0
296,ACM,0,200,0.07111038654291824
296,ANM,0,100,0.08275384525531428
296,REL,1,125,0.09002293375966942
296,RLC,1,160,0.13891962753025808
297,IAM,0,199,0.0
297,ACM,0,205,0.09858896887278992
297,ANM,0,104,0.11454316465026157
297,REL,1,201,0.12189059290032588
297,RLC,1,160,0.17249718359707145
298,IAM,0,179,0.0
298,ACM,0,120,0.1344179350146132
298,ANM,0,178,0.1454421371692723
298,REL,1,113,0.18396809061069874
298,RLC,1,113,0.2178128291971773
299,IAM,0,104,0.0
299,ACM,0,192,0.02222281600248392
299,ANM,0,209,0.07527886370235969
299,REL,1,189,0.08820321917618348
299,RLC,1,107,0.09836256057407561
300,IAM,0,161,0.0
300,ACM,0,178,0.051081471449724775
300,ANM,0,158,0.0674692073404726
300,REL,1,113,0.0985264801064703
300,RLC,1,193,0.14077821301358034
301,IAM,0,213,0.0
301,ACM,0,153,0.03601780594243945
301,ANM,0,103,0.06278617680681772
301,REL,1,216,0.09480245293530123
301,RLC,1,129,0.11641176162968704
302,IAM,0,160,0.0
302,ACM,0,129,0.2789027131855253
302,ANM,0,165,0.3591818982111337
302,REL,1,135,0.3989939527368683
302,RLC,1,152,0.3999337055981444
303,IAM,0,109,0.0
303,ACM,0,155,0.05529976255816631
303,ANM,0,192,0.0561322051885802
303,REL,1,184,0.10768378560782793
303,RLC,1,162,0.1565028570809842
304,IAM,0,111,0.0
304,ACM,0,213,0.03527922498043926
304,ANM,0,140,0.05078824951141459
304,REL,1,214,0.06302396218858523
304,RLC,1,139,0.08082057268084464
305,IAM,0,129,0.0
305,ACM,0,192,0.0407524329681468
305,ANM,0,210,0.048141234809353256
305,REL,1,212,0.07068412098378923
305,RLC,1,113,0.10214190803732251
306,IAM,0,127,0.0
306,ACM,0,102,0.25012539956302676
306,ANM,0,213,0.26032980126389227
306,REL,1,103,0.28154637954232253
306,RLC,1,212,0.282400473600814
307,IAM,0,147,0.0
307,ACM,0,192,0.18143418909395145
307,ANM,0,135,0.20099007747674583
307,REL,1,175,0.2068889817045652
307,RLC,1,143,0.3089875257059002
308,IAM,0,211,0.0
308,ACM,0,101,0.09554795791668616
308,REL,1,106,0.10107010468494747
308,RLC,1,112,0.12714497927375418
309,IAM,0,136,0.0
309,ACM,0,138,0.1100545481033322
309,ANM,0,196,0.2674096852420226
309,REL,1,104,0.26984246655795185
309,RLC,1,113,0.4028240723892892
310,IAM,0,235,0.0
310,REL,1,99,0.010874924004155608
310,RLC,1,186,0.032961672788581045
311,IAM,0,148,0.0
311,ACM,0,213,0.03222693502603137
311,ANM,0,115,0.04712417925952753
311,REL,1,157,0.13541008170038044
311,RLC,1,195,0.15954008323782345
312,IAM,0,185,0.0
312,ACM,0,109,0.06757922112584834
312,ANM,0,201,0.09611656649562834
312,REL,1,142,0.23561460375461002
312,RLC,1,176,0.26777832160529297
313,IAM,0,160,0.0
313,REL,1,131,0.01414360288048977
313,RLC,1,120,0.01803642834698855
314,IAM,0,160,0.0
314,ACM,0,216,0.03498902361677542
314,ANM,0,100,0.05006054520005456
314,REL,1,147,0.051466854370100484
314,RLC,1,191,0.079629564352839
315,IAM,0,133,0.0
315,ACM,0,218,0.20271116726339744
315,ANM,0,160,0.24032948293673673
315,REL,1,184,0.2772289455701399
315,RLC,1,217,0.27866106311446637
316,IAM,0,213,0.0
316,ACM,0,142,0.07973167203325077
316,ANM,0,144,0.1277147415461357
316,REL,1,209,0.16822140428501786
316,RLC,1,168,0.4504845854856277
317,IAM,0,171,0.0
317,ACM,0,101,0.010408758155209811
317,ANM,0,215,0.015590198670233424
317,REL,1,155,0.018718613527038862
317,RLC,1,149,0.05237882662237657
318,IAM,0,163,0.0
318,ACM,0,197,0.07884480069426161
318,ANM,0,108,0.19443898327667786
318,REL,1,163,0.19891211021412405
318,RLC,1,168,0.26838194224977463
319,IAM,0,172,0.0
319,ACM,0,185,0.009554757938509233
319,ANM,0,181,0.042253349151330014
